350,2.229,279.211,279.15592005524,278.507712710343,279.211663441542
310,2.363,257.194,257.124458093598,256.314036450499,257.195002133557
273.15,2.476,228.546,229.929942667032,230.060219091772,228.555839847291
348.124,3.923,271.6,270.238239264634,269.968456968665,271.596369181683
308.132,5.884,223.8,223.202516074209,228.994781119821,223.797694848847
368.124,3.432,284.4,283.130387340913,282.75757437033,284.397324275389
313.13,5.884,230.3,229.602583261144,234.156946367893,230.298516790283
348.124,3.432,273.9,272.552488355661,272.072680214131,273.898425792417
330,2.779,265.942,265.881949514882,265.158301090838,265.949175482939
250,1.06,234.183,234.129104949924,233.972303298782,234.161386895632
300,2.893,246.164,246.138144055076,245.598967162128,246.184283202561
358.123,5.394,270.8,270.039566934392,270.809378097806,270.800608752839
350,1.584,282.204,282.15075356936,281.574165592595,282.203872319809
353.123,2.942,279.2,277.466540668699,276.889636932855,279.194713537545
348.124,5.884,261.9,261.201556438673,262.736997332755,261.898707710593
300,1.526,258.228,258.157435046231,257.384786577193,258.228363415376
318.129,3.923,252.1,250.681247938066,250.62460987694,252.099450902064
338.124,5.884,254.2,253.590263798766,255.523904640175,254.199434599159
338.124,4.413,262.7,261.532203297082,261.625940180782,262.699300281945
333.124,3.923,262.2,261.01049708608,260.77047771642,262.200545301747
300,5.304,219.148,219.114706985707,224.303096901799,219.150521634717
273.15,1.828,237.581,238.810123977554,238.31814638346,237.588520161138
273.15,1.593,241.431,241.744952607813,241.16979946429,241.430339993566
298.136,6.374,191.8,192.023313493864,213.661722877441,191.839295319707
370,1.449,291.407,291.357825071573,290.921132827989,291.407171903885
343.124,9.316,243.7,243.187378948422,254.337194069187,243.700260521404
328.126,4.903,252.4,251.459369757841,252.286464024832,252.399611734134
363.123,9.316,262.1,261.583468232213,268.497204851369,262.099511590704
313.13,4.903,239.6,238.626115541857,240.261845410374,239.599626299318
300,1.748,256.377,256.301887231736,255.493893329931,256.377227622699
300,1.017,262.36,262.294905806392,261.686175026331,262.357941071036
298.144,3.55,238.487,238.172851894696,238.337586921573,238.494319010637
285,2.221,242.477,242.399404482295,241.791721308385,242.47644087448
350,9.271,250.173,250.178634368847,259.258902091164,250.174864460967
298.144,2.178,251.894,251.465310413318,250.671804922028,251.892460394141
400,7.686,289.557,289.536034996867,291.886723074097,289.557277309323
338.124,3.432,268.3,266.847412676711,266.338186476209,268.3003826269
310,1.787,261.551,261.477908769912,260.671150842046,261.551208075927
358.123,8.826,258.9,258.546954063324,264.977637607092,258.900678557993
353.123,6.865,261.3,260.847054292999,263.681593657126,261.299178891603
358.123,6.374,266.8,266.331094045116,268.216768181942,266.800521413224
318.129,5.394,239.8,239.277710059439,241.60330587474,239.801133286915
330,1.333,274.426,274.363561489958,273.739554916714,274.426294343573
304.77,2.881,249.657,249.576234931614,248.958771191788,249.663108898495
323.127,2.942,262.7,260.857344531708,260.162768109972,262.698947692275
363.123,5.394,274,273.180712069982,273.898868365727,273.999747593549
373.074,9.316,270,269.322407137403,275.126265372179,269.999140297975
300,2.272,251.857,251.783641010116,250.99483901046,251.857389788353
298.136,5.884,206.3,205.954372725123,217.016659226917,206.294122434112
304.77,1.699,259.398,259.331691657456,258.530221970391,259.397962364486
358.123,5.884,268.8,268.156997729357,269.437993038125,268.799967540236
370,1.714,290.415,290.365022868185,289.889813327124,290.415224823971
310,2.709,254.502,254.431746476325,253.699266028009,254.506725029244
323.127,5.394,244.4,243.937991395906,245.850209895701,244.401706933798
303.134,4.903,229.1,228.244462751125,231.0057463418,229.098407319777
348.124,6.374,259.4,259.040670991799,261.309173992619,259.399745664351
323.127,7.355,229.7,229.432794273124,238.146249241108,229.699330478649
348.124,4.413,269.1,267.94208147392,267.970814136857,269.097890865263
313.13,2.942,256.6,254.628257575995,253.964279424587,256.594521314345
330,2.423,268.057,267.997476415068,267.231119305429,268.058316223878
328.126,8.826,227.8,226.885803516816,242.654512185212,227.797877737987
298.144,2.833,245.418,245.379071628716,244.836408183812,245.435035543334
328.126,2.942,265.6,263.819885352272,263.128731435056,265.594340683074
313.13,8.336,201.2,200.780415828852,234.692828795352,201.22005379994
328.126,3.923,259.1,257.711573313156,257.509146108251,259.099794401864
273.15,2.048,235.373,235.938087495555,235.584479226736,235.369872554512
328.126,6.865,238.9,238.678094989263,244.007484580747,238.900998498271
373.074,5.394,279.8,279.14472167392,279.795281642747,279.800266617792
353.123,5.394,267.6,266.787655339998,267.624701592567,267.598869254692
373.074,4.903,281.6,280.700296839025,281.008246065807,281.599718043889
288.141,4.413,216.8,215.840305038591,219.808960607452,216.79680428655
353.123,9.807,252.4,251.936978703391,262.000333263364,252.400407570461
363.123,4.413,278.1,276.80881317798,276.820012041803,278.099522484617
338.124,8.336,242.2,241.389383834794,250.032403013219,242.199268702185
250,1.369,228.999,228.993849220695,229.093967924559,228.999082521571
