370.115,5.955,1.187,1.195376178,0.705659478,1.185520864,0.124611289,1.187230712,0.019436563
337.5,5.1,1.25,1.254125428,0.33003424,1.216584817,2.67321464,1.250210929,0.016874311
308.442,1.5,0.96,0.961841266,0.191798542,0.937891629,2.302955313,0.95941969,-0.060448975
397,13.1,1.56,1.544749613,0.97758891,1.526894877,2.122123269,1.559216759,-0.050207765
343.234,5,1.219,1.214278545,0.387321985,1.184856879,2.800912305,1.216713799,-0.187547276
301.974,8.826,3.847,3.699267526,3.84019948,4.403344302,14.46177026,3.841865882,-0.133457696
318.128,11.768,4.19,4.212441034,0.535585537,4.32809111,3.295730549,4.198555959,0.204199492
314.129,11.768,3.63,3.655801384,0.710781928,3.960653926,9.108923581,3.638197006,0.225812838
302.579,7.384,7.536,7.925748427,5.171820953,10.44277315,38.57183055,7.635467139,1.319893036
367.2,15.8,2.38,2.366887206,0.550957731,2.193778517,7.824432059,2.379590578,-0.017202605
321.138,9.856,6.9,6.712434866,2.718335275,5.468216,20.75049275,6.81952046,-1.16637015
397,8.6,1.31,1.267793024,3.221906565,1.26894105,3.134270992,1.308630355,-0.104553075
291.472,7.584,3.056,2.943980808,3.665549476,3.454011071,13.02392248,3.057079991,0.035340021
355.413,5,1.179,1.16998842,0.764340967,1.152126016,2.279387956,1.178707115,-0.024841798
312.76,4.786,1.391,1.419867633,2.075315097,1.326009781,4.672194033,1.392121887,0.080653236
310.44,8.826,11.19,10.2329872,8.552393208,9.538143644,14.76189773,11.11303727,-0.687781314
330.135,11.768,4.9,4.857101834,0.875472776,4.078363172,16.76809853,4.897257885,-0.055961541
285.087,3.931,1.686,1.693157183,0.424506702,1.427171278,15.35164425,1.690762314,0.282462256
293.935,2.884,1.157,1.176002692,1.642410717,1.0888871,5.887026793,1.158636984,0.141485205
346.554,4,1.109,1.115170128,0.55636862,1.094516659,1.305982056,1.108905336,-0.008536015
367.2,11,1.74,1.723579651,0.943698218,1.681665785,3.352541092,1.739776888,-0.012822526
485.818,15,1.246,1.263206931,1.380973596,1.280823481,2.79482191,1.245625308,-0.030071615
312.33,8.826,13.44,14.37124246,6.928887351,10.58215459,21.26373073,13.4667174,0.198790174
325.536,4.5,1.268,1.247423121,1.622782256,1.196287907,5.655527839,1.267181658,-0.064538004
450.394,11,1.218,1.229253863,0.923962479,1.243592705,2.101207307,1.217924619,-0.006188949
323.637,6,1.563,1.557583824,0.346524376,1.475558128,5.594489571,1.558314541,-0.29977343
271.311,2.506,1.27,1.275187143,0.408436457,1.104579363,13.02524701,1.2722508,0.177228378
417.577,4.93,1.059,1.083814745,2.343224268,1.089314347,2.86254457,1.061562391,0.24196325
413.362,18.5,1.688,1.674794813,0.782297808,1.635384285,3.117044727,1.688105107,0.006226702
355.053,1.5,0.948,0.961345362,1.407738608,0.95566719,0.808775316,0.947918348,-0.008613043
316.139,11.768,3.89,3.918912581,0.74325401,4.149242429,6.664329794,3.896361304,0.163529656
316.019,6.377,1.992,1.90722603,4.255721386,1.770454415,11.12176632,1.989328317,-0.134120633
344.934,11,2.367,2.488859666,5.148274863,2.33392852,1.397189692,2.371619098,0.195145663
407,18.7,1.78,1.749906181,1.690663989,1.696659773,4.682035225,1.779565574,-0.024405931
357.3,7.3,1.38,1.375835619,0.301766739,1.351781694,2.044804783,1.380148387,0.010752697
363.127,1.2,0.949,0.951652836,0.279540148,0.948346232,0.0688902,0.949063289,0.006669057
387.1,5.1,1.13,1.113636097,1.448133009,1.11216198,1.578585841,1.129611829,-0.034351405
290.356,4.993,2.503,2.512550158,0.381548462,2.015175532,19.48959121,2.503405538,0.016202087
258.573,1.102,0.966,0.967284493,0.13297029,0.898501131,6.987460559,0.966822978,0.085194421
393.12,1,0.965,0.961332893,0.380011088,0.961142381,0.399753264,0.961639714,-0.348216151
325.796,14.791,3.266,3.224752615,1.262932792,3.296643295,0.938251531,3.266239568,0.007335202
