313.15,6.2,18.32,17.9785421870682,18.0894080922782,17.9668989441304
220.01,17.5,279.3,272.66542997195,349.912227805397,276.265303389114
304.95,5,17.02,16.7379955727651,16.7973631038514,17.2037626006316
332.63,8.5,21.05,20.6194562354092,20.7831117232492,22.0921106197855
323.15,14.6,54.58,55.4152177122535,49.8309548213792,55.4618815282708
300,16.7,91.1,88.0752245444323,86.8104732506311,87.2068186002197
304.16,7.4,37.87,40.507326902661,32.7140829136283,38.3470250914686
473.42,15,26.32,26.5665267427263,26.5529183246353,26.0253306848154
321.23,10.3,34.22,32.7586372320716,30.7835263683392,32.4261074939609
295.03,2.8,15.09,15.243771273091,15.2536628301543,8.3749490989775
303.05,9.7,65.6,65.7100827498443,57.8042397690154,62.4356423216776
280.02,18.3,118.6,118.430873993624,127.517027867843,117.066643467971
300,2,15.3,15.2817413888744,15.2855520425381,14.320293116325
285,1.9,14.54,14.5231529589557,14.5263596355767,14.502345724867
323.15,10.1,29.47,28.5084723714577,27.810951593698,31.0932585248595
304.13,7.4,42.29,41.157383328815,33.1787644850936,38.4298984067128
392.3,7.4,21.07,21.0619808848885,21.0944952158664,21.2810482109799
296.45,2.8,15.11,15.3117899615358,15.3216415611124,12.877335657487
370.69,5.7,19.74,19.5890203497014,19.6159158680401,19.6089262729356
303.05,8.3,58.5,58.6889004668555,49.6178497953878,50.2453609294115
330,2.1,16.78,16.7436638829687,16.7473863072724,16.8023966219514
304.13,7.4,41.33,41.157383328815,33.1787644850936,38.4298984067128
312.4,7.4,20.77,19.9967622713706,20.2222016794857,25.5613070062019
304.25,7.5,50,44.902494298412,36.2959000806527,39.0427860976056
220.01,2.5,246.8,243.166929543621,298.800466796065,247.796619446929
260,2.5,124.8,125.247592643726,128.883248524287,124.985477190008
307.75,8,42.3,32.6931259867056,30.0508861965945,36.3880485015431
330,1.8,16.74,16.684344159395,16.6869046640828,16.8353142370385
370.63,4.7,19.39,19.2586949021818,19.2756550318962,19.3361824388778
